LOKALNYID,ULICA_LOKALNYID,ULICA_NAZWA,NUMER_ADR,KOD_POCZTOWY,ETYKIETA_NAZWA_SKROCONA
pa_22352,ul_338,ul. Seweryna Goszczyńskiego,6,51-138,Goszczyńskiego 6
pa_61479,ul_1804,ul. Góralska,11,53-610,Góralska 11
pa_43760,ul_1804,ul. Góralska,12,53-610,Góralska 12
pa_44362,ul_1804,ul. Góralska,14,53-610,Góralska 14
pa_13494,ul_1804,ul. Góralska,16,53-610,Góralska 16
pa_24760,ul_1804,ul. Góralska,18,53-610,Góralska 18
pa_38287,ul_1804,ul. Góralska,20,53-610,Góralska 20
pa_36694,ul_1804,ul. Góralska,2-10,53-610,Góralska 2-10
pa_10852,ul_1804,ul. Góralska,22,53-610,Góralska 22
pa_54763,ul_1804,ul. Góralska,22a,53-610,Góralska 22a
pa_36054,ul_1804,ul. Góralska,24,53-610,Góralska 24
pa_33314,ul_1804,ul. Góralska,24a,53-610,Góralska 24a
pa_54207,ul_1804,ul. Góralska,24b,53-610,Góralska 24b
pa_37955,ul_1804,ul. Góralska,26,53-610,Góralska 26
pa_28970,ul_1804,ul. Góralska,28,53-610,Góralska 28
pa_12800,ul_1804,ul. Góralska,30,53-610,Góralska 30
pa_45703,ul_1804,ul. Góralska,32,53-610,Góralska 32
pa_24274,ul_1804,ul. Góralska,34-36,53-610,Góralska 34-36
pa_43611,ul_1804,ul. Góralska,38,53-610,Góralska 38
pa_52224,ul_1804,ul. Góralska,40,53-610,Góralska 40
pa_40230,ul_1804,ul. Góralska,42,53-610,Góralska 42
pa_39001,ul_1804,ul. Góralska,44,53-610,Góralska 44
pa_52045,ul_1804,ul. Góralska,46,53-610,Góralska 46
pa_4794,ul_1804,ul. Góralska,48,53-610,Góralska 48
pa_7895,ul_1804,ul. Góralska,5,53-610,Góralska 5
pa_22180,ul_1804,ul. Góralska,7-9,53-610,Góralska 7-9
pa_44894,ul_1805,ul. Górecka,1,54-059,Górecka 1
pa_250,ul_1805,ul. Górecka,10,54-059,Górecka 10
pa_12859,ul_1805,ul. Górecka,100,54-060,Górecka 100
pa_76606,ul_1805,ul. Górecka,100a,54-060,Górecka 100a
pa_54724,ul_1805,ul. Górecka,101,54-060,Górecka 101
pa_9008,ul_1805,ul. Górecka,101a,54-060,Górecka 101a
pa_32075,ul_1805,ul. Górecka,102,54-060,Górecka 102
pa_41809,ul_1805,ul. Górecka,103,54-060,Górecka 103
pa_29495,ul_1805,ul. Górecka,104,54-060,Górecka 104
pa_31712,ul_1805,ul. Górecka,105,54-060,Górecka 105
pa_12362,ul_1805,ul. Górecka,106,54-060,Górecka 106
pa_17265,ul_1805,ul. Górecka,107,54-060,Górecka 107
pa_57071,ul_1805,ul. Górecka,108,54-060,Górecka 108
pa_42359,ul_1805,ul. Górecka,109,54-060,Górecka 109
pa_22591,ul_1805,ul. Górecka,110,54-060,Górecka 110
pa_28502,ul_1805,ul. Górecka,111,54-060,Górecka 111
pa_57896,ul_1805,ul. Górecka,112,54-060,Górecka 112
pa_5096,ul_1805,ul. Górecka,112a,54-060,Górecka 112a
pa_36515,ul_1805,ul. Górecka,113,54-060,Górecka 113
pa_38378,ul_1805,ul. Górecka,114,54-060,Górecka 114
pa_11549,ul_1805,ul. Górecka,114a,54-060,Górecka 114a
pa_59535,ul_1805,ul. Górecka,114b,54-060,Górecka 114b
pa_1320,ul_1805,ul. Górecka,115,54-060,Górecka 115
pa_34130,ul_1805,ul. Górecka,116,54-060,Górecka 116
pa_4004,ul_1805,ul. Górecka,117,54-060,Górecka 117
pa_19952,ul_1805,ul. Górecka,118,54-060,Górecka 118
pa_251,ul_1805,ul. Górecka,12,54-059,Górecka 12
pa_19916,ul_1805,ul. Górecka,13,54-059,Górecka 13
pa_252,ul_1805,ul. Górecka,14,54-059,Górecka 14
pa_52909,ul_1805,ul. Górecka,149,54-060,Górecka 149
pa_52825,ul_1805,ul. Górecka,15,54-059,Górecka 15
pa_26845,ul_1805,ul. Górecka,151,54-060,Górecka 151
pa_46592,ul_1805,ul. Górecka,151a,54-060,Górecka 151a
pa_1125,ul_1805,ul. Górecka,151c,54-060,Górecka 151c
pa_95192,ul_1805,ul. Górecka,151d,54-060,Górecka 151d
pa_52624,ul_1805,ul. Górecka,153,54-060,Górecka 153
pa_23518,ul_1805,ul. Górecka,155,54-060,Górecka 155
pa_51443,ul_1805,ul. Górecka,157,54-060,Górecka 157
pa_28208,ul_1805,ul. Górecka,159,54-060,Górecka 159
pa_253,ul_1805,ul. Górecka,16,54-059,Górecka 16
pa_23079,ul_1805,ul. Górecka,161,54-060,Górecka 161
pa_91232,ul_1805,ul. Górecka,161a,54-060,Górecka 161a
pa_91252,ul_1805,ul. Górecka,161b,54-060,Górecka 161b
pa_91272,ul_1805,ul. Górecka,161c,54-060,Górecka 161c
pa_25181,ul_1805,ul. Górecka,163,54-060,Górecka 163
pa_91292,ul_1805,ul. Górecka,163a,54-060,Górecka 163a
pa_91312,ul_1805,ul. Górecka,163b,54-060,Górecka 163b
pa_91332,ul_1805,ul. Górecka,163c,54-060,Górecka 163c
pa_59282,ul_1805,ul. Górecka,165,54-060,Górecka 165
pa_20704,ul_1805,ul. Górecka,17,54-059,Górecka 17
pa_39065,ul_1805,ul. Górecka,19,54-059,Górecka 19
pa_1144,ul_1805,ul. Górecka,2,54-059,Górecka 2
pa_35593,ul_1805,ul. Górecka,21,54-059,Górecka 21
pa_55431,ul_1805,ul. Górecka,23,54-059,Górecka 23
pa_12643,ul_1805,ul. Górecka,23a,54-059,Górecka 23a
pa_25508,ul_1805,ul. Górecka,25,54-059,Górecka 25
pa_23306,ul_1805,ul. Górecka,27,54-059,Górecka 27
pa_40885,ul_1805,ul. Górecka,29,54-059,Górecka 29
pa_35376,ul_1805,ul. Górecka,3,54-059,Górecka 3
pa_16799,ul_1805,ul. Górecka,31,54-059,Górecka 31
pa_36322,ul_1805,ul. Górecka,33,54-059,Górecka 33
pa_8205,ul_1805,ul. Górecka,33a,54-059,Górecka 33a
pa_41861,ul_1805,ul. Górecka,35,54-059,Górecka 35
pa_50882,ul_1805,ul. Górecka,37,54-059,Górecka 37
pa_30468,ul_1805,ul. Górecka,38,54-059,Górecka 38
pa_82792,ul_1805,ul. Górecka,38a,54-059,Górecka 38a
pa_18459,ul_1805,ul. Górecka,39a,54-060,Górecka 39a
pa_51102,ul_1805,ul. Górecka,4,54-059,Górecka 4
pa_34732,ul_1805,ul. Górecka,40,54-060,Górecka 40
pa_43896,ul_1805,ul. Górecka,41,54-060,Górecka 41
pa_49084,ul_1805,ul. Górecka,41a,54-060,Górecka 41a
pa_46690,ul_1805,ul. Górecka,42,54-060,Górecka 42
pa_25020,ul_1805,ul. Górecka,43,54-060,Górecka 43
pa_7061,ul_1805,ul. Górecka,44,54-060,Górecka 44
pa_35932,ul_1805,ul. Górecka,44a,54-060,Górecka 44a
pa_15904,ul_1805,ul. Górecka,45,54-060,Górecka 45
pa_57979,ul_1805,ul. Górecka,46,54-060,Górecka 46
pa_7689,ul_1805,ul. Górecka,47,54-060,Górecka 47
pa_51129,ul_1805,ul. Górecka,48,54-060,Górecka 48
pa_5999,ul_1805,ul. Górecka,49,54-060,Górecka 49
pa_9074,ul_1805,ul. Górecka,49a,54-060,Górecka 49a
pa_34155,ul_1805,ul. Górecka,5,54-059,Górecka 5
pa_37874,ul_1805,ul. Górecka,50,54-060,Górecka 50
pa_16700,ul_1805,ul. Górecka,51,54-060,Górecka 51
pa_22305,ul_1805,ul. Górecka,51a,54-060,Górecka 51a
pa_24017,ul_1805,ul. Górecka,52,54-060,Górecka 52
pa_59666,ul_1805,ul. Górecka,52a,54-060,Górecka 52a
pa_53384,ul_1805,ul. Górecka,53,54-060,Górecka 53
pa_7089,ul_1805,ul. Górecka,54,54-060,Górecka 54
pa_25608,ul_1805,ul. Górecka,55,54-060,Górecka 55
pa_46296,ul_1805,ul. Górecka,55a,54-060,Górecka 55a
pa_55581,ul_1805,ul. Górecka,56,54-060,Górecka 56
pa_41654,ul_1805,ul. Górecka,57,54-060,Górecka 57
pa_37185,ul_1805,ul. Górecka,57a,54-060,Górecka 57a
pa_35346,ul_1805,ul. Górecka,58,54-060,Górecka 58
pa_52740,ul_1805,ul. Górecka,58a,54-060,Górecka 58a
pa_38818,ul_1805,ul. Górecka,58b,54-060,Górecka 58b
pa_56070,ul_1805,ul. Górecka,58c,54-060,Górecka 58c
pa_21237,ul_1805,ul. Górecka,59,54-060,Górecka 59
pa_32536,ul_1805,ul. Górecka,6,54-059,Górecka 6
pa_5965,ul_1805,ul. Górecka,60,54-060,Górecka 60
pa_31419,ul_1805,ul. Górecka,61,54-060,Górecka 61
pa_32408,ul_1805,ul. Górecka,62,54-060,Górecka 62
pa_32406,ul_1805,ul. Górecka,62a,54-060,Górecka 62a
pa_49784,ul_1805,ul. Górecka,62b,54-060,Górecka 62b
pa_17377,ul_1805,ul. Górecka,63,54-060,Górecka 63
pa_47339,ul_1805,ul. Górecka,64,54-060,Górecka 64
pa_35583,ul_1805,ul. Górecka,65,54-060,Górecka 65
pa_29328,ul_1805,ul. Górecka,65a,54-060,Górecka 65a
pa_36579,ul_1805,ul. Górecka,66,54-060,Górecka 66
pa_45254,ul_1805,ul. Górecka,66a,54-060,Górecka 66a
pa_49682,ul_1805,ul. Górecka,67,54-060,Górecka 67
pa_22012,ul_1805,ul. Górecka,68,54-060,Górecka 68
pa_48975,ul_1805,ul. Górecka,69,54-060,Górecka 69
pa_39764,ul_1805,ul. Górecka,7,54-059,Górecka 7
pa_43746,ul_1805,ul. Górecka,70,54-060,Górecka 70
pa_16581,ul_1805,ul. Górecka,71,54-060,Górecka 71
pa_23059,ul_1805,ul. Górecka,72,54-060,Górecka 72
pa_43648,ul_1805,ul. Górecka,73,54-060,Górecka 73
pa_58530,ul_1805,ul. Górecka,74,54-060,Górecka 74
pa_21084,ul_1805,ul. Górecka,74a,54-060,Górecka 74a
pa_48361,ul_1805,ul. Górecka,74b,54-060,Górecka 74b
pa_43017,ul_1805,ul. Górecka,75,54-060,Górecka 75
pa_10748,ul_1805,ul. Górecka,76,54-060,Górecka 76
pa_7073,ul_1805,ul. Górecka,77,54-060,Górecka 77
pa_8217,ul_1805,ul. Górecka,78,54-060,Górecka 78
pa_26745,ul_1805,ul. Górecka,79,54-060,Górecka 79
pa_3471,ul_1805,ul. Górecka,79a,54-060,Górecka 79a
pa_1905,ul_1805,ul. Górecka,79b,54-060,Górecka 79b
pa_1095,ul_1805,ul. Górecka,8,54-059,Górecka 8
pa_37392,ul_1805,ul. Górecka,80,54-060,Górecka 80
pa_23750,ul_1805,ul. Górecka,81,54-060,Górecka 81
pa_28295,ul_1805,ul. Górecka,82,54-060,Górecka 82
pa_19653,ul_1805,ul. Górecka,82a,54-060,Górecka 82a
pa_53510,ul_1805,ul. Górecka,83,54-060,Górecka 83
pa_9648,ul_1805,ul. Górecka,84,54-060,Górecka 84
pa_53991,ul_1805,ul. Górecka,86,54-060,Górecka 86
pa_34652,ul_1805,ul. Górecka,87,54-060,Górecka 87
pa_7446,ul_1805,ul. Górecka,87a,54-060,Górecka 87a
pa_19117,ul_1805,ul. Górecka,88,54-060,Górecka 88
pa_55825,ul_1805,ul. Górecka,88a,54-060,Górecka 88a
pa_16953,ul_1805,ul. Górecka,89,54-060,Górecka 89
pa_37204,ul_1805,ul. Górecka,9,54-059,Górecka 9
pa_50934,ul_1805,ul. Górecka,90,54-060,Górecka 90
pa_11371,ul_1805,ul. Górecka,90a,54-060,Górecka 90a
pa_44697,ul_1805,ul. Górecka,90b,54-060,Górecka 90b
pa_25036,ul_1805,ul. Górecka,90c,54-060,Górecka 90c
pa_9622,ul_1805,ul. Górecka,91,54-060,Górecka 91
pa_48831,ul_1805,ul. Górecka,92,54-060,Górecka 92
pa_28148,ul_1805,ul. Górecka,92a,54-060,Górecka 92a
pa_34134,ul_1805,ul. Górecka,92b,54-060,Górecka 92b
pa_54969,ul_1805,ul. Górecka,93,54-060,Górecka 93
pa_27475,ul_1805,ul. Górecka,93a,54-060,Górecka 93a
pa_48698,ul_1805,ul. Górecka,94,54-060,Górecka 94
pa_44897,ul_1805,ul. Górecka,95,54-060,Górecka 95
pa_29292,ul_1805,ul. Górecka,95a,54-060,Górecka 95a
pa_18063,ul_1805,ul. Górecka,96,54-060,Górecka 96
pa_26314,ul_1805,ul. Górecka,96a,54-060,Górecka 96a
pa_43633,ul_1805,ul. Górecka,96b,54-060,Górecka 96b
pa_54707,ul_1805,ul. Górecka,97,54-060,Górecka 97
pa_32238,ul_1805,ul. Górecka,97a,54-060,Górecka 97a
pa_25972,ul_1805,ul. Górecka,98,54-060,Górecka 98
pa_39207,ul_1805,ul. Górecka,99,54-060,Górecka 99
pa_34648,ul_1805,ul. Górecka,99a,54-060,Górecka 99a
pa_32322,ul_1805,ul. Górecka,99b,54-060,Górecka 99b
pa_54337,ul_304,ul. Łukasza Górnickiego,10,50-352,Górnickiego 10
pa_21331,ul_304,ul. Łukasza Górnickiego,11,50-337,Górnickiego 11
pa_37597,ul_304,ul. Łukasza Górnickiego,12,50-352,Górnickiego 12
pa_32334,ul_304,ul. Łukasza Górnickiego,13,50-337,Górnickiego 13
pa_32562,ul_304,ul. Łukasza Górnickiego,15,50-337,Górnickiego 15
pa_31023,ul_304,ul. Łukasza Górnickiego,17,50-337,Górnickiego 17
pa_44522,ul_304,ul. Łukasza Górnickiego,19,50-337,Górnickiego 19
pa_24844,ul_304,ul. Łukasza Górnickiego,1a,50-352,Górnickiego 1a
pa_5325,ul_304,ul. Łukasza Górnickiego,20,50-337,Górnickiego 20
pa_34535,ul_304,ul. Łukasza Górnickiego,21,50-337,Górnickiego 21
pa_35353,ul_304,ul. Łukasza Górnickiego,22,50-337,Górnickiego 22
pa_28409,ul_304,ul. Łukasza Górnickiego,22a,50-337,Górnickiego 22a
pa_41784,ul_304,ul. Łukasza Górnickiego,23,50-337,Górnickiego 23
pa_35413,ul_304,ul. Łukasza Górnickiego,25,50-337,Górnickiego 25
pa_55004,ul_304,ul. Łukasza Górnickiego,27,50-337,Górnickiego 27
pa_26379,ul_304,ul. Łukasza Górnickiego,29,50-337,Górnickiego 29
pa_36211,ul_304,ul. Łukasza Górnickiego,3,50-352,Górnickiego 3
pa_38024,ul_304,ul. Łukasza Górnickiego,31,50-337,Górnickiego 31
pa_16473,ul_304,ul. Łukasza Górnickiego,33,50-337,Górnickiego 33
pa_20543,ul_304,ul. Łukasza Górnickiego,35,50-337,Górnickiego 35
pa_58578,ul_304,ul. Łukasza Górnickiego,37,50-337,Górnickiego 37
pa_35943,ul_304,ul. Łukasza Górnickiego,37a,50-337,Górnickiego 37a
pa_15411,ul_304,ul. Łukasza Górnickiego,39,50-337,Górnickiego 39
pa_27894,ul_304,ul. Łukasza Górnickiego,4,50-352,Górnickiego 4
pa_25831,ul_304,ul. Łukasza Górnickiego,41,50-337,Górnickiego 41
pa_37644,ul_304,ul. Łukasza Górnickiego,5,50-352,Górnickiego 5
pa_17973,ul_304,ul. Łukasza Górnickiego,6,50-352,Górnickiego 6
pa_58283,ul_304,ul. Łukasza Górnickiego,7,50-352,Górnickiego 7
pa_23975,ul_304,ul. Łukasza Górnickiego,8,50-352,Górnickiego 8
pa_37830,ul_2041,ul. Górnicza,1,54-136,Górnicza 1
pa_46184,ul_2041,ul. Górnicza,10,54-136,Górnicza 10
pa_47954,ul_2041,ul. Górnicza,11,54-136,Górnicza 11
pa_58564,ul_2041,ul. Górnicza,11a,54-136,Górnicza 11a
pa_38350,ul_2041,ul. Górnicza,12,54-136,Górnicza 12
pa_26324,ul_2041,ul. Górnicza,13,54-136,Górnicza 13
pa_28773,ul_2041,ul. Górnicza,14,54-136,Górnicza 14
pa_28131,ul_2041,ul. Górnicza,15,54-136,Górnicza 15
pa_16513,ul_2041,ul. Górnicza,16,54-136,Górnicza 16
pa_42658,ul_2041,ul. Górnicza,17,54-136,Górnicza 17
pa_17733,ul_2041,ul. Górnicza,18,54-136,Górnicza 18
pa_40977,ul_2041,ul. Górnicza,19,54-136,Górnicza 19
pa_18679,ul_2041,ul. Górnicza,1a,54-136,Górnicza 1a
pa_30767,ul_2041,ul. Górnicza,2,54-136,Górnicza 2
pa_23958,ul_2041,ul. Górnicza,20,54-136,Górnicza 20
pa_19244,ul_2041,ul. Górnicza,21,54-136,Górnicza 21
pa_27549,ul_2041,ul. Górnicza,22,54-136,Górnicza 22
pa_6789,ul_2041,ul. Górnicza,23,54-136,Górnicza 23
pa_58463,ul_2041,ul. Górnicza,24,54-136,Górnicza 24
pa_48940,ul_2041,ul. Górnicza,25,54-136,Górnicza 25
pa_38021,ul_2041,ul. Górnicza,26,54-136,Górnicza 26
pa_53996,ul_2041,ul. Górnicza,27,54-136,Górnicza 27
pa_33826,ul_2041,ul. Górnicza,28,54-136,Górnicza 28
pa_40841,ul_2041,ul. Górnicza,29,54-136,Górnicza 29
pa_43415,ul_2041,ul. Górnicza,3,54-136,Górnicza 3
pa_48976,ul_2041,ul. Górnicza,30,54-136,Górnicza 30
pa_34581,ul_2041,ul. Górnicza,31,54-136,Górnicza 31
pa_19040,ul_2041,ul. Górnicza,32,54-136,Górnicza 32
pa_50660,ul_2041,ul. Górnicza,33,54-136,Górnicza 33
pa_22786,ul_2041,ul. Górnicza,34,54-136,Górnicza 34
pa_45252,ul_2041,ul. Górnicza,35,54-136,Górnicza 35
pa_21095,ul_2041,ul. Górnicza,36,54-136,Górnicza 36
pa_14015,ul_2041,ul. Górnicza,37,54-136,Górnicza 37
pa_8807,ul_2041,ul. Górnicza,38,54-136,Górnicza 38
pa_27401,ul_2041,ul. Górnicza,39,54-136,Górnicza 39
pa_57785,ul_2041,ul. Górnicza,4,54-136,Górnicza 4
pa_22184,ul_2041,ul. Górnicza,40,54-136,Górnicza 40
pa_26258,ul_2041,ul. Górnicza,41,54-136,Górnicza 41
pa_20935,ul_2041,ul. Górnicza,42,54-136,Górnicza 42
pa_32329,ul_2041,ul. Górnicza,43,54-136,Górnicza 43
pa_54115,ul_2041,ul. Górnicza,44,54-136,Górnicza 44
pa_26024,ul_2041,ul. Górnicza,45,54-136,Górnicza 45
pa_37599,ul_2041,ul. Górnicza,46,54-136,Górnicza 46
pa_11883,ul_2041,ul. Górnicza,47,54-136,Górnicza 47
pa_11052,ul_2041,ul. Górnicza,48,54-136,Górnicza 48
pa_36568,ul_2041,ul. Górnicza,49,54-136,Górnicza 49
pa_49750,ul_2041,ul. Górnicza,5,54-136,Górnicza 5
pa_15833,ul_2041,ul. Górnicza,50,54-136,Górnicza 50
pa_29843,ul_2041,ul. Górnicza,50a,54-136,Górnicza 50a
pa_24306,ul_2041,ul. Górnicza,51,54-136,Górnicza 51
pa_73006,ul_2041,ul. Górnicza,51a,54-136,Górnicza 51a
pa_40325,ul_2041,ul. Górnicza,51b,54-136,Górnicza 51b
pa_19133,ul_2041,ul. Górnicza,51c,54-136,Górnicza 51c
pa_52223,ul_2041,ul. Górnicza,52,54-136,Górnicza 52
pa_33425,ul_2041,ul. Górnicza,53,54-136,Górnicza 53
pa_55185,ul_2041,ul. Górnicza,54,54-136,Górnicza 54
pa_45019,ul_2041,ul. Górnicza,55,54-136,Górnicza 55
pa_57280,ul_2041,ul. Górnicza,56,54-136,Górnicza 56
pa_57496,ul_2041,ul. Górnicza,57,54-136,Górnicza 57
pa_23739,ul_2041,ul. Górnicza,58,54-136,Górnicza 58
pa_24092,ul_2041,ul. Górnicza,59,54-136,Górnicza 59
pa_9084,ul_2041,ul. Górnicza,6,54-136,Górnicza 6
pa_31293,ul_2041,ul. Górnicza,60,54-136,Górnicza 60
pa_10910,ul_2041,ul. Górnicza,61,54-136,Górnicza 61
pa_35001,ul_2041,ul. Górnicza,62,54-136,Górnicza 62
pa_6849,ul_2041,ul. Górnicza,63,54-136,Górnicza 63
pa_34695,ul_2041,ul. Górnicza,64,54-136,Górnicza 64
pa_54470,ul_2041,ul. Górnicza,65,54-136,Górnicza 65
pa_44632,ul_2041,ul. Górnicza,66,54-136,Górnicza 66
pa_34728,ul_2041,ul. Górnicza,67,54-136,Górnicza 67
pa_54037,ul_2041,ul. Górnicza,68,54-136,Górnicza 68
pa_22820,ul_2041,ul. Górnicza,69,54-136,Górnicza 69
pa_53444,ul_2041,ul. Górnicza,7,54-136,Górnicza 7
pa_58663,ul_2041,ul. Górnicza,70,54-136,Górnicza 70
pa_39681,ul_2041,ul. Górnicza,71,54-136,Górnicza 71
pa_23058,ul_2041,ul. Górnicza,72,54-136,Górnicza 72
pa_41844,ul_2041,ul. Górnicza,73,54-136,Górnicza 73
pa_58783,ul_2041,ul. Górnicza,74,54-136,Górnicza 74
pa_42161,ul_2041,ul. Górnicza,75,54-136,Górnicza 75
pa_39120,ul_2041,ul. Górnicza,76,54-136,Górnicza 76
pa_39010,ul_2041,ul. Górnicza,77,54-136,Górnicza 77
pa_6869,ul_2041,ul. Górnicza,78,54-136,Górnicza 78
pa_9696,ul_2041,ul. Górnicza,79,54-136,Górnicza 79
pa_37810,ul_2041,ul. Górnicza,79a,54-136,Górnicza 79a
pa_27515,ul_2041,ul. Górnicza,79b,54-136,Górnicza 79b
pa_55419,ul_2041,ul. Górnicza,79c,54-136,Górnicza 79c
pa_52749,ul_2041,ul. Górnicza,8,54-136,Górnicza 8
pa_34341,ul_2041,ul. Górnicza,80,54-136,Górnicza 80
pa_30612,ul_2041,ul. Górnicza,81,54-136,Górnicza 81
pa_12775,ul_2041,ul. Górnicza,82,54-136,Górnicza 82
pa_48211,ul_2041,ul. Górnicza,83,54-136,Górnicza 83
pa_50320,ul_2041,ul. Górnicza,84,54-136,Górnicza 84
pa_55262,ul_2041,ul. Górnicza,85,54-136,Górnicza 85
pa_37128,ul_2041,ul. Górnicza,86,54-136,Górnicza 86
pa_55997,ul_2041,ul. Górnicza,87,54-136,Górnicza 87
pa_29735,ul_2041,ul. Górnicza,88,54-136,Górnicza 88
pa_55098,ul_2041,ul. Górnicza,89,54-136,Górnicza 89
pa_33301,ul_2041,ul. Górnicza,9,54-136,Górnicza 9
pa_45972,ul_2041,ul. Górnicza,90,54-136,Górnicza 90
pa_40111,ul_2041,ul. Górnicza,91,54-136,Górnicza 91
pa_28139,ul_2041,ul. Górnicza,92,54-136,Górnicza 92
pa_23585,ul_2041,ul. Górnicza,93,54-136,Górnicza 93
pa_46097,ul_2041,ul. Górnicza,94,54-136,Górnicza 94
pa_20195,ul_2041,ul. Górnicza,95,54-136,Górnicza 95
pa_58991,ul_2041,ul. Górnicza,96,54-136,Górnicza 96
pa_46996,ul_2041,ul. Górnicza,97,54-136,Górnicza 97
pa_24449,ul_2041,ul. Górnicza,98,54-136,Górnicza 98
pa_5060,ul_1806,ul. Górnośląska,10,52-019,Górnośląska 10
pa_11948,ul_1806,ul. Górnośląska,2,52-019,Górnośląska 2
pa_8321,ul_1806,ul. Górnośląska,2a,52-019,Górnośląska 2a
pa_49076,ul_1806,ul. Górnośląska,2b,52-019,Górnośląska 2b
pa_30126,ul_1806,ul. Górnośląska,6,52-019,Górnośląska 6
pa_12340,ul_1806,ul. Górnośląska,8,52-019,Górnośląska 8
pa_70266,ul_1807,ul. Grabarska,1,50-079,Grabarska 1
pa_70267,ul_1807,ul. Grabarska,2,50-079,Grabarska 2
pa_50312,ul_1808,ul. Grabiszyńska,10,53-502,Grabiszyńska 10
pa_6901,ul_1808,ul. Grabiszyńska,100,53-437,Grabiszyńska 100
pa_9055,ul_1808,ul. Grabiszyńska,101,53-439,Grabiszyńska 101
pa_56359,ul_1808,ul. Grabiszyńska,101a,53-439,Grabiszyńska 101a
pa_23897,ul_1808,ul. Grabiszyńska,102,53-437,Grabiszyńska 102
pa_48259,ul_1808,ul. Grabiszyńska,103,53-439,Grabiszyńska 103
pa_30917,ul_1808,ul. Grabiszyńska,104,53-437,Grabiszyńska 104
pa_20348,ul_1808,ul. Grabiszyńska,105,53-439,Grabiszyńska 105
pa_6904,ul_1808,ul. Grabiszyńska,106,53-437,Grabiszyńska 106
pa_53361,ul_1808,ul. Grabiszyńska,108,53-437,Grabiszyńska 108
pa_19811,ul_1808,ul. Grabiszyńska,109,53-439,Grabiszyńska 109
pa_7302,ul_1808,ul. Grabiszyńska,11,53-501,Grabiszyńska 11
pa_18128,ul_1808,ul. Grabiszyńska,111,53-439,Grabiszyńska 111
pa_35800,ul_1808,ul. Grabiszyńska,113,53-439,Grabiszyńska 113
pa_39449,ul_1808,ul. Grabiszyńska,115,53-439,Grabiszyńska 115
pa_28459,ul_1808,ul. Grabiszyńska,117,53-439,Grabiszyńska 117
pa_58044,ul_1808,ul. Grabiszyńska,119,53-439,Grabiszyńska 119
pa_41819,ul_1808,ul. Grabiszyńska,12,53-502,Grabiszyńska 12
pa_30283,ul_1808,ul. Grabiszyńska,121,53-439,Grabiszyńska 121
pa_44375,ul_1808,ul. Grabiszyńska,123,53-439,Grabiszyńska 123
pa_50994,ul_1808,ul. Grabiszyńska,124a,53-437,Grabiszyńska 124a
pa_16570,ul_1808,ul. Grabiszyńska,124b,53-437,Grabiszyńska 124b
pa_14237,ul_1808,ul. Grabiszyńska,124c,53-437,Grabiszyńska 124c
pa_53061,ul_1808,ul. Grabiszyńska,124d,53-437,Grabiszyńska 124d
pa_46490,ul_1808,ul. Grabiszyńska,125,53-439,Grabiszyńska 125
pa_37252,ul_1808,ul. Grabiszyńska,126,53-437,Grabiszyńska 126
pa_45433,ul_1808,ul. Grabiszyńska,127,53-439,Grabiszyńska 127
pa_36347,ul_1808,ul. Grabiszyńska,128,53-437,Grabiszyńska 128
pa_15617,ul_1808,ul. Grabiszyńska,129,53-439,Grabiszyńska 129
pa_42576,ul_1808,ul. Grabiszyńska,13,53-501,Grabiszyńska 13
pa_22885,ul_1808,ul. Grabiszyńska,130,53-437,Grabiszyńska 130
pa_49336,ul_1808,ul. Grabiszyńska,131,53-439,Grabiszyńska 131
pa_41120,ul_1808,ul. Grabiszyńska,132,53-437,Grabiszyńska 132
pa_58016,ul_1808,ul. Grabiszyńska,133,53-439,Grabiszyńska 133
pa_52074,ul_1808,ul. Grabiszyńska,134,53-437,Grabiszyńska 134
pa_41072,ul_1808,ul. Grabiszyńska,135a,53-439,Grabiszyńska 135a
pa_7354,ul_1808,ul. Grabiszyńska,136,53-437,Grabiszyńska 136
pa_55699,ul_1808,ul. Grabiszyńska,138,53-437,Grabiszyńska 138
pa_105713,ul_1808,ul. Grabiszyńska,139,53-439,Grabiszyńska 139
pa_105714,ul_1808,ul. Grabiszyńska,139a,53-439,Grabiszyńska 139a
pa_105715,ul_1808,ul. Grabiszyńska,139b,53-439,Grabiszyńska 139b
pa_27741,ul_1808,ul. Grabiszyńska,14,53-502,Grabiszyńska 14
pa_20230,ul_1808,ul. Grabiszyńska,140,53-437,Grabiszyńska 140
pa_105712,ul_1808,ul. Grabiszyńska,141,53-439,Grabiszyńska 141
pa_13883,ul_1808,ul. Grabiszyńska,142,53-437,Grabiszyńska 142
pa_22530,ul_1808,ul. Grabiszyńska,143,53-439,Grabiszyńska 143
pa_45915,ul_1808,ul. Grabiszyńska,143a,53-439,Grabiszyńska 143a
pa_42699,ul_1808,ul. Grabiszyńska,144,53-437,Grabiszyńska 144
pa_32669,ul_1808,ul. Grabiszyńska,146,53-437,Grabiszyńska 146
pa_36078,ul_1808,ul. Grabiszyńska,147,53-439,Grabiszyńska 147
pa_40796,ul_1808,ul. Grabiszyńska,148,53-437,Grabiszyńska 148
pa_30070,ul_1808,ul. Grabiszyńska,15,53-501,Grabiszyńska 15
pa_40693,ul_1808,ul. Grabiszyńska,150,53-437,Grabiszyńska 150
pa_55116,ul_1808,ul. Grabiszyńska,151,53-439,Grabiszyńska 151
